"","Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated","ProductRelated_Duration","BounceRates","ExitRates","PageValues","SpecialDay","Revenue","Month_Aug","Month_Dec","Month_Feb","Month_Jul","Month_June","Month_Mar","Month_May","Month_Nov","Month_Oct","Month_Sep","OperatingSystems_1","OperatingSystems_2","OperatingSystems_3","OperatingSystems_4","OperatingSystems_5","OperatingSystems_6","OperatingSystems_7","OperatingSystems_8","Browser_1","Browser_2","Browser_3","Browser_4","Browser_5","Browser_6","Browser_7","Browser_8","Browser_9","Browser_10","Browser_11","Browser_12","Browser_13","Region_1","Region_2","Region_3","Region_4","Region_5","Region_6","Region_7","Region_8","Region_9","TrafficType_1","TrafficType_2","TrafficType_3","TrafficType_4","TrafficType_5","TrafficType_6","TrafficType_7","TrafficType_8","TrafficType_9","TrafficType_10","TrafficType_11","TrafficType_12","TrafficType_13","TrafficType_14","TrafficType_15","TrafficType_16","TrafficType_17","TrafficType_18","TrafficType_19","TrafficType_20","VisitorType_New_Visitor","VisitorType_Other","VisitorType_Returning_Visitor","Weekend_FALSE","Weekend_TRUE"
"558",3.05656950012781,65.9916658867521,0.0125710000284016,1.61223075364251,5.47769800107926,70.1078212028074,4.23741571872359e-05,0.0221920409774368,45.613349530005,0,"TRUE",0,0.00628550001420081,0,0,0,0,0,0,0,0.993714499985799,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.993714499985799,0,0,0,0,0,0,0.00628550001420081,0,0,0,0,0,0,0,0,0,0,0,0,1,0.993714499985799,0.00628550001420081
"559",2.12715973518789,33.598605354537,0.450863894075155,15.6111623323523,89.1124428110197,2241.48254317322,0.00610817025102275,0.0164001682852044,5.30127783424916,0,"TRUE",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.887284026481211,0,0.112715973518789,0,0,0,0,0,0,0,0,0.112715973518789,0,0,0,0,0,0,0.887284026481211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"5601",1.30429177265614,20.1593299384695,0.173881012946367,14.6712104673497,54.6513170963153,1231.75132639131,0.00605209318654961,0.0173501734410446,4.59450481545719,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.956529746763408,0.0434702532365918,0,0,0,0,0,0,0.956529746763408,0.0434702532365918,0,0,0,0,0,0,0,0,0,0,0,0.956529746763408,0,0,0,0,0,0.0434702532365918,0,0,0,0.0434702532365918,0,0,0,0,0,0,0,0.956529746763408,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"5611",4.12657527718693,91.8166390956827,2.47257228381932,166.757412749343,114.425872506574,3778.44846834132,0.0067358997847241,0.0135177166560909,32.5115043525024,0,"TRUE",0,0,0,0,0,0.763713858090341,0,0.236286141909659,0,0,0.236286141909659,0.763713858090341,0,0,0,0,0,0,0.236286141909659,0.763713858090341,0,0,0,0,0,0,0,0,0,0,0,0.763713858090341,0,0.236286141909659,0,0,0,0,0,0,0,0.763713858090341,0.236286141909659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.763713858090341,0.236286141909659
"562",2.41779223736376,43.2076374400407,1.16441552527249,102.177462342661,17.8085707779974,749.461968470663,0.00388138527831088,0.0178233192279749,42.2704484040235,0,"TRUE",0,0,0,0,0,0.582207762636244,0,0,0,0.417792237363756,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.582207762636244,0.417792237363756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"5634",0.493699410464615,20.2416758290492,0,0,16.83618467208,617.414973559603,0.0202520235814154,0.0320804472004424,33.2668214959727,0,"TRUE",0,0,0,0,0,0,0.493699410464615,0.506300589535385,0,0,0.506300589535385,0.493699410464615,0,0,0,0,0,0,0.506300589535385,0.493699410464615,0,0,0,0,0,0,0,0,0,0,0,0.493699410464615,0,0,0,0,0.506300589535385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"564",0,0,0,0,27.3206436815672,1227.91673016027,0.0156585877171608,0.0404044701499877,5.31201375368283,0,"TRUE",0,0,0,0,0,0.706686172168702,0,0.293313827831298,0,0,0.293313827831298,0.706686172168702,0,0,0,0,0,0,0.293313827831298,0,0,0.706686172168702,0,0,0,0,0,0,0,0,0,0,0,0.706686172168702,0,0,0.293313827831298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.293313827831298,0.706686172168702
"565",1,44.3849963505054,0,0,27.6612752487417,938.583882595367,0,0.00749985321729349,54.2855505512055,0,"TRUE",0,0.123090776382014,0,0,0,0,0.876909223617986,0,0,0,0.123090776382014,0.876909223617986,0,0,0,0,0,0,0.123090776382014,0.876909223617986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"566",0.795716066611931,54.5065505629173,0,0,16.3113822680898,632.383683072026,0.00113491083183769,0.0355276256567063,44.025540955978,0,"TRUE",0,0.795716066611931,0,0,0,0.204283933388069,0,0,0,0,0.795716066611931,0.204283933388069,0,0,0,0,0,0,0.795716066611931,0,0,0.204283933388069,0,0,0,0,0,0,0,0,0,0.795716066611931,0,0.204283933388069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.795716066611931,0.204283933388069
"5671",0,0,0,0,22.0389937255532,823.996984656002,0.00209235982608163,0.0210595087809484,38.0960214766157,0,"TRUE",0,0,0,0,0,1,0,0,0,0,0,0.376624738564715,0.623375261435285,0,0,0,0,0,0,0.623375261435285,0,0.376624738564715,0,0,0,0,0,0,0,0,0,0.623375261435285,0,0.376624738564715,0,0,0,0,0,0,0,0.376624738564715,0.623375261435285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.623375261435285,0.376624738564715
"5681",0,0,0,0,29.7599140834063,1246.88429067026,0.00387961005189802,0.0268455433343625,19.5653544001254,0,"TRUE",0,0,0,0,0,1,0,0,0,0,0,0.698329753475264,0.301670246524736,0,0,0,0,0,0,0.301670246524736,0,0.698329753475264,0,0,0,0,0,0,0,0,0,0.301670246524736,0,0.698329753475264,0,0,0,0,0,0,0,0.698329753475264,0.301670246524736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.301670246524736,0.698329753475264
"569",10.1982741169631,169.709741048442,0.784482624381781,7.06034361943603,54.2586177363992,1127.15152529795,0.00119731884922005,0.0105208438511897,131.661390091263,0,"TRUE",0,0,0,0,0,0.215517375618219,0,0.784482624381781,0,0,0,1,0,0,0,0,0,0,0,0.784482624381781,0,0.215517375618219,0,0,0,0,0,0,0,0,0,0,0,0.215517375618219,0.784482624381781,0,0,0,0,0,0,0.215517375618219,0,0,0,0,0,0,0,0.784482624381781,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"5705",12.1678789490834,250.34573588408,2.24818157637492,62.8798380468506,199.628457604907,5543.13395079572,0.00289564437327693,0.00673338166765393,101.489280315417,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.416060525458306,0.583939474541694,0,0,0,0,0,0,0.416060525458306,0.583939474541694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416060525458306,0.583939474541694,0,0,0,0,0,0,0,0.416060525458306,0,0,0,0,0,0,0.583939474541694,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"5711",2.31910885497928,344.309263675939,0.212739236652851,17.9498730925843,10.243645420298,333.264544249932,0.000382843615627341,0.0389265377029683,0,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.946815190836787,0,0,0,0,0,0.0531848091632128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946815190836787,0,0.0531848091632128,0.946815190836787,0.0531848091632128
"572",4.18835047143511,327.991201700857,0.972600209526718,33.6762822548626,98.0442706907634,2909.27043699406,0.00169224436820926,0.0326578723846396,2.24214572309405,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.243150052381679,0.756849947618321,0,0,0,0,0,0,0.243150052381679,0.756849947618321,0,0,0,0,0,0,0,0,0,0,0,0.756849947618321,0,0.243150052381679,0,0,0,0,0,0,0,0.756849947618321,0.243150052381679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756849947618321,0,0.243150052381679,0.756849947618321,0.243150052381679
"573",5.8311000445392,158.013281334189,2.12040001619607,73.418850560789,223.137001498137,7510.8488598151,0.00368932162527983,0.00832983561890364,19.646724850538,0,"TRUE",0,0,0,0,0,0,0.469899995950982,0.530100004049018,0,0,0.530100004049018,0.469899995950982,0,0,0,0,0,0,0.530100004049018,0.469899995950982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.530100004049018,0,0.469899995950982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469899995950982,0,0.530100004049018,0.469899995950982,0.530100004049018
"5741",2.00954294297844,43.1381885092706,0,0,12.2633517514914,861.769345606445,0,0.0170865189247877,41.0673833417593,0,"TRUE",0,0,0,0,0,0,0.330152352340519,0,0,0.669847647659481,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.669847647659481,0,0.330152352340519,0,0,0,0,0,0,0,0,0.669847647659481,0,0.330152352340519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330152352340519,0,0.669847647659481,1,0
"575",3,83.9293170163408,0,0,6.18257109960541,281.98968165312,0,0.0207205443944285,42.7757436190844,0,"TRUE",0,0,0,0,0,0.168938728515059,0,0,0,0.831061271484941,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.831061271484941,0.168938728515059,0,0,0,0,0,0,0,0,0.168938728515059,0.831061271484941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.831061271484941,0.168938728515059
"5761",1.6405950661283,98.4357039676979,0,0,23.3283744489308,1530.26972048123,0.00251741674560018,0.0219147619772711,16.1722379978491,0,"TRUE",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.546865022042766,0,0.453134977957234,0,0,0,0,0,0,0,0,0,0,0.546865022042766,0.453134977957234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"577",8.9431264931336,390.421915158862,4.4715632465668,499.423029789876,149.926551301498,5445.61070810047,0.00758661003747364,0.0191583626623159,7.98200753549964,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0,0.764218376716599,0.235781623283401,0,0,0,0,0,0.235781623283401,0.764218376716599,0,0,0,0,0,0,0,0,0,0,0,0.235781623283401,0,0,0,0,0,0.764218376716599,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"5782",4.57434378331527,79.8548081395449,1.04956252221018,179.16906889563,26.3411046182737,607.126964683664,0.00154722973497067,0.0213131934505345,43.733603668352,0,"TRUE",0,0,0,0,0,0,0,0.17492708703503,0,0.82507291296497,0,0.82507291296497,0.17492708703503,0,0,0,0,0,0.17492708703503,0.82507291296497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.17492708703503,0.82507291296497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82507291296497,0.17492708703503
"579",6.88426041882485,281.218103821154,1.7685208376497,149.218945676694,102.328760522418,4506.52025620367,0.00484789734788507,0.0154132979764909,4.77950863160978,0,"TRUE",0,0,0,0,0,0.557869790587574,0,0.442130209412426,0,0,0,1,0,0,0,0,0,0,0,0.442130209412426,0,0.557869790587574,0,0,0,0,0,0,0,0,0,0,0.557869790587574,0,0,0,0,0.442130209412426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"580",5.33410160732456,120.539466101119,0,0,47.013828931842,2519.51746708962,0.00232248945182812,0.0142096347527523,16.8380893569201,0,"TRUE",0,0,0,0,0,0.778033869108185,0,0,0,0.221966130891815,0,1,0,0,0,0,0,0,0,0.221966130891815,0,0.778033869108185,0,0,0,0,0,0,0,0,0,0.221966130891815,0.778033869108185,0,0,0,0,0,0,0,0,0.778033869108185,0.221966130891815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.221966130891815,0.778033869108185
"5812",2.16779245296493,180.165230765915,0,0,70.8175622662529,2849.24238568568,0.00499971147001828,0.0282673211017625,7.00234386382566,0,"TRUE",0.433558490592986,0,0,0,0,0.566441509407014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.566441509407014,0.433558490592986,0,0,0,0,0,0.433558490592986,0.566441509407014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"5822",4.86008993256837,390.985289910692,0,0,107.30494629126,4118.40598220005,0.00397455088359533,0.0229792795326003,15.5674450382676,0,"TRUE",0.930044966284186,0,0,0,0,0,0,0,0,0.0699550337158144,0,1,0,0,0,0,0,0,0,0.0699550337158144,0,0.930044966284186,0,0,0,0,0,0,0,0,0,0.0699550337158144,0,0,0.930044966284186,0,0,0,0,0,0.930044966284186,0,0.0699550337158144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0699550337158144,0.930044966284186
"5831",0.952569794375449,20.448498252593,1.36495347041637,17.7443951154128,63.0105224926956,3342.50885772624,0.0134995399672996,0.0376284258864736,14.5515666674498,0,"TRUE",0,0,0,0,0,0,0,0.682476735208184,0,0.317523264791816,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.317523264791816,0,0,0,0,0,0.682476735208184,0,0,0.682476735208184,0,0.317523264791816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"584",0,0,1.21078882878646,15.740254774224,69.0859039628413,3600.1755510939,0.0141670881322205,0.0398537719273992,0.863680552918375,0,"TRUE",0,0,0,0,0,0.394605585606769,0,0.605394414393231,0,0,0,1,0,0,0,0,0,0,0,0.605394414393231,0,0.394605585606769,0,0,0,0,0,0,0,0,0,0,0,0.394605585606769,0,0,0,0.605394414393231,0,0,0.605394414393231,0.394605585606769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.605394414393231,0.394605585606769
"5854",7.30146942217834,418.370459962229,3.6008396698162,303.820847140742,152.409656202886,5757.32503951546,0.0064800386622442,0.019413162392045,0.279154245325108,0.0399160330183804,"TRUE",0,0,0,0,0,0,0.099790082545951,0.900209917454049,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900209917454049,0.099790082545951,0,0,0.900209917454049,0.099790082545951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.099790082545951,0.900209917454049
"5861",1.95703197782859,35.509785785852,0,0,60.2773051750846,1301.24431208357,0,0.0188605034826726,23.3884042954214,0.208593604434282,"TRUE",0,0,0,0,0,0,0.521484011085704,0,0,0.478515988914296,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.478515988914296,0,0,0,0,0,0,0.521484011085704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"5871",1.99015548638999,44.0447281206492,0,0,23.563989338465,791.303901391011,0,0.00878316543994073,48.580510382753,0,"TRUE",0,0,0,0,0,0,0.752461128402501,0,0.247538871597499,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.752461128402501,0,0,0,0,0.247538871597499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"5883",7.65263391658664,416.224530354328,3.53684522211552,298.421315615997,139.284329745919,5426.51506570606,0.00636487483011208,0.0204165792871666,3.64081702460559,0,"TRUE",0,0,0,0,0,0,0,0.884211305528879,0.115788694471121,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115788694471121,0.884211305528879,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.115788694471121,0.884211305528879
"589",0.00644150446169078,0.094966180066848,0,0,36.9484679643065,1640.57624915577,0.00554362728707961,0.0322076759993503,2.25710852335058,0,"TRUE",0,0,0,0,0.00214716815389693,0.997852831846103,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00214716815389693,0,0.997852831846103,0,0,0,0,0,0,0,0,0,0.00214716815389693,0,0.997852831846103,0,0,0,0,0,0,0,0.997852831846103,0,0,0.00214716815389693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214716815389693,0,0.997852831846103,0.00214716815389693,0.997852831846103
"590",2.8262319106143,41.6667333121166,0,0,14.3901447150856,388.92249901812,0.000321792783865093,0.00438144381160858,32.1950646780687,0,"TRUE",0,0,0,0,0.942077303538099,0.0579226964619011,0,0,0,0,0,1,0,0,0,0,0,0,0,0.942077303538099,0,0.0579226964619011,0,0,0,0,0,0,0,0,0,0.942077303538099,0,0.0579226964619011,0,0,0,0,0,0,0,0.0579226964619011,0,0,0.942077303538099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942077303538099,0,0.0579226964619011,0.942077303538099,0.0579226964619011
"5911",0.135658135637641,5.56198356114328,0.864341864362359,122.304373807274,41.2364442367107,2769.19743314966,0,0.00439661374239923,10.7609945099618,0,"TRUE",0,0.864341864362359,0,0,0,0,0.135658135637641,0,0,0,0,1,0,0,0,0,0,0,0,0.135658135637641,0,0.864341864362359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.135658135637641,0,0,0,0,0,0,0,0.864341864362359,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"592",0.718250151257962,15.4184365803376,0.760583282914013,107.622534532333,33.9021647507325,2326.57584017221,0,0.00877756852383392,13.9690923000822,0,"TRUE",0,0.760583282914013,0,0,0,0,0,0,0,0.239416717085987,0,1,0,0,0,0,0,0,0,0.239416717085987,0,0.760583282914013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.239416717085987,0,0,0,0,0,0,0.760583282914013,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"593",3.46244125417434,85.7054234467739,0.64997389074415,22.5053459670162,179.24830289837,7812.99395793055,0.00809993362441838,0.0180463079499572,1.49839180063919,0,"TRUE",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.837506527313963,0,0.162493472686037,0,0,0,0,0,0,0,0,0.162493472686037,0,0,0,0,0,0,0.837506527313963,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"5941",2.13655172009021,47.2173792297952,0,0,118.975172948092,6061.188599635,0.00718489819644038,0.0199973212833631,6.2579397441962,0,"TRUE",0,0,0,0,0,0,0,0.86344827990979,0,0.13655172009021,0.86344827990979,0.13655172009021,0,0,0,0,0,0,0.86344827990979,0.13655172009021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13655172009021,0,0,0,0,0,0,0.86344827990979,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13655172009021,0.86344827990979
"595",3.05588647047989,63.4555186488898,0,0,5.6147511752788,63.1736204967754,0,0.0215685790945954,57.4962587679797,0,"TRUE",0,0,0,0,0,0,0.0558864704798907,0,0,0.944113529520109,0,1,0,0,0,0,0,0,0,0.944113529520109,0,0,0.0558864704798907,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0558864704798907,0.944113529520109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558864704798907,0,0.944113529520109,1,0
"596",7.42708892095834,404.131440837227,3.42708892095834,289.16062770586,136.804884463781,5294.10779160091,0.00616735837835634,0.0184857797117151,36.4668153910548,0,"TRUE",0,0,0,0,0,0,0.143227769760415,0.856772230239585,0,0,0,1,0,0,0,0,0,0,0,0.856772230239585,0,0,0.143227769760415,0,0,0,0,0,0,0,0,0.143227769760415,0,0,0,0,0,0.856772230239585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143227769760415,0,0.856772230239585,0.143227769760415,0.856772230239585
"597",5.98876204714179,150.71052325947,1.99550481885672,69.0943543529138,204.568462610245,7020.72649503412,0.0111816109123505,0.0203102404827944,26.0212485208176,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.498876204714179,0.501123795285821,0,0,0,0,0,0,0.498876204714179,0.501123795285821,0,0,0,0,0,0,0,0,0,0,0,0.501123795285821,0,0.498876204714179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.501123795285821,0.498876204714179
"598",1.26705762464553,12.065140264295,0,0,11.9317695014179,1846.26747985547,0.013330325631007,0.029627959039318,43.1574993509716,0,"TRUE",0,0,0,0,0,0,0,0.866471187677234,0,0.133528812322766,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"5994",10.4272043444216,265.347808107196,3.14080651663244,124.609705352224,310.507856007665,9478.85260954275,0.0055731042701436,0.0123392581320786,8.27921354459127,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.713602172210813,0,0.286397827789187,0,0,0,0,0,0.713602172210813,0.286397827789187,0,0,0,0,0,0,0,0,0,0,0,0,0.286397827789187,0.713602172210813,0,0,0,0,0,0,0,0.286397827789187,0.713602172210813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.286397827789187,0.713602172210813
"6001",10.0163762848824,241.869742852046,2.52456442732364,114.647124908399,248.472819017246,7713.62416292764,0.00457861258100303,0.0141575369054424,7.60355873256361,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.508188142441213,0,0.491811857558787,0,0,0,0,0,0.508188142441213,0.491811857558787,0,0,0,0,0,0,0,0,0,0,0,0,0.491811857558787,0.508188142441213,0,0,0,0,0,0,0,0.491811857558787,0.508188142441213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.491811857558787,0.508188142441213
"601",1.52965829707682,102.010015094536,0,0,28.4110251087695,966.435557865586,0.0006305456232854,0.00467312895278682,51.941142300326,0,"TRUE",0,0,0,0,0,0,0.867585425730795,0.132414574269205,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.867585425730795,0,0.132414574269205,0,0,0,0,0,0,0,0.867585425730795,0.132414574269205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"6021",5.3087622623425,497.839011343662,0.411683016456664,34.735754513531,32.3059848218691,1194.14915517586,0.00501266719764825,0.0134309989138752,33.2122334137667,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897079245885834,0,0,0,0.102920754114166,0,0,0,0.102920754114166,0.897079245885834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.897079245885834,0.102920754114166
"6032",1.32549069868401,43.3394643967913,1.30196279473603,39.5471198901068,36.8353046723641,1270.19490677118,0.00116246692051032,0.00618909776948737,56.1243908248574,0,"TRUE",0,0,0,0,0,0,0.674509301315993,0.325490698684007,0,0,0,0.674509301315993,0.325490698684007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.674509301315993,0.325490698684007
"604",8.48476408072747,228.24383594206,4,133.748998819152,300.303152436856,9104.17127796628,0.00601275677982358,0.0103811607305373,23.4333289470285,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.720529342303053,0,0.279470657696947,0,0,0,0,0,0.720529342303053,0.279470657696947,0,0,0,0,0,0,0,0,0,0,0,0.279470657696947,0,0.720529342303053,0,0,0,0,0,0,0,0.279470657696947,0.720529342303053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"605",10.6089281211607,287.484613719337,3.85779204405844,133.576049525524,383.34803622961,11536.771922324,0.00698571770255429,0.0106862185000257,8.89340948875691,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.964448011014611,0,0.0355519889853895,0,0,0,0,0,0.964448011014611,0.0355519889853895,0,0,0,0,0,0,0,0,0,0,0,0.0355519889853895,0,0.964448011014611,0,0,0,0,0,0,0,0,0.964448011014611,0,0,0,0,0.0355519889853895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0355519889853895,0.964448011014611
"606",4.8341386502143,130.997256900118,1.75786860007793,60.8662002776982,181.755385607481,5582.23346691019,0.00737033810561118,0.0237116530372762,4.05243338919697,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.439467150019482,0,0.560532849980518,0,0,0,0,0,0.439467150019482,0.560532849980518,0,0,0,0,0,0,0,0,0,0,0,0.560532849980518,0,0.439467150019482,0,0,0,0,0,0,0,0,0.439467150019482,0,0,0,0,0.560532849980518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.560532849980518,0.439467150019482
"607",0,0,0.434859754983336,83.9279327117838,36.7825701225083,1636.15253439755,0.0043476121395219,0.0272816755216931,4.43140730947235,0,"TRUE",0,0,0,0,0,0.782570122508332,0,0.217429877491668,0,0,0,1,0,0,0,0,0,0,0,0.217429877491668,0,0.782570122508332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.782570122508332,0.217429877491668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.217429877491668,0.782570122508332
"6081",6.0690848659724,351.817263324338,3.5172712164931,349.206173000042,127.794908597833,5034.27048011559,0.00546093525152007,0.0172837215072812,3.0178409676419,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24136439175345,0,0,0,0.75863560824655,0,0,0,0.75863560824655,0.24136439175345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24136439175345,0.75863560824655
"609",0.499120987718925,20.4639604964759,0,0,21.4850567912217,863.762656168277,0,0.00557402255624928,63.3865438422015,0,"TRUE",0,0,0,0,0,0,0.499120987718925,0.500879012281075,0,0,0.500879012281075,0.499120987718925,0,0,0,0,0,0,0.500879012281075,0.499120987718925,0,0,0,0,0,0,0,0,0,0,0,0.499120987718925,0.500879012281075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
